"Original.Reads"	"Filtered.Reads"	"Denoised.Reads"	"tabled"	"Non.chimeric.Reads"	"pseq"	"study"
"280.214_R1"	18279	18274	18274	18274	18010	17195	"Jurburg_Pig"
"280.217_R1"	16270	16266	16266	16266	16261	14747	"Jurburg_Pig"
"280.218_R1"	9355	9354	9354	9354	9354	8703	"Jurburg_Pig"
"280.219_R1"	25061	25057	25057	25057	24963	23926	"Jurburg_Pig"
"280.220_R1"	17505	17500	17500	17500	17460	16981	"Jurburg_Pig"
"280.221_R1"	25264	25249	25249	25249	24850	24290	"Jurburg_Pig"
"280.223_R1"	10902	10900	10900	10900	10887	10021	"Jurburg_Pig"
"280.224_R1"	19831	19820	19820	19820	19734	18681	"Jurburg_Pig"
"280.225_R1"	66012	65995	65995	65995	64050	61534	"Jurburg_Pig"
"280.226_R1"	60193	60176	60176	60176	56555	55881	"Jurburg_Pig"
"280.229_R1"	15647	15645	15645	15645	15512	15185	"Jurburg_Pig"
"280.230_R1"	11207	11204	11204	11204	11179	10835	"Jurburg_Pig"
"280.231_R1"	15693	15689	15689	15689	15561	15208	"Jurburg_Pig"
"280.232_R1"	12811	12807	12807	12807	12730	12609	"Jurburg_Pig"
"280.233_R1"	18133	18131	18131	18131	17906	17065	"Jurburg_Pig"
"280.234_R1"	14447	14441	14441	14441	14158	13873	"Jurburg_Pig"
"280.235_R1"	24565	24557	24557	24557	23435	23223	"Jurburg_Pig"
"280.236_R1"	10116	10111	10111	10111	10085	9899	"Jurburg_Pig"
"280.237_R1"	23311	23302	23302	23302	22053	21848	"Jurburg_Pig"
"280.238_R1"	29530	29524	29524	29524	28322	27616	"Jurburg_Pig"
"280.241_R1"	11067	11064	11064	11064	11010	10327	"Jurburg_Pig"
"280.242_R1"	20594	20586	20586	20586	20493	19777	"Jurburg_Pig"
"280.243_R1"	26038	26033	26033	26033	25736	24897	"Jurburg_Pig"
"280.244_R1"	17486	17484	17484	17484	17363	17128	"Jurburg_Pig"
"280.247_R1"	18603	18597	18597	18597	18314	17852	"Jurburg_Pig"
"280.248_R1"	16997	16992	16992	16992	16974	16717	"Jurburg_Pig"
"280.249_R1"	25590	25580	25580	25580	25350	24780	"Jurburg_Pig"
"280.250_R1"	23865	23854	23854	23854	22936	22810	"Jurburg_Pig"
"280.253_R1"	30458	30448	30448	30448	30241	30163	"Jurburg_Pig"
"280.254_R1"	16593	16588	16588	16588	16345	16287	"Jurburg_Pig"
"280.255_R1"	15617	15611	15611	15611	15513	15134	"Jurburg_Pig"
"280.256_R1"	17190	17185	17185	17185	17065	16898	"Jurburg_Pig"
"280.257_R1"	34480	34466	34466	34466	33993	33300	"Jurburg_Pig"
"280.258_R1"	9534	9531	9531	9531	9447	9381	"Jurburg_Pig"
"280.259_R1"	15100	15097	15097	15097	14941	14905	"Jurburg_Pig"
"280.260_R1"	16565	16560	16560	16560	16435	16317	"Jurburg_Pig"
"280.261_R1"	24024	24021	24021	24021	23672	23472	"Jurburg_Pig"
"280.262_R1"	20463	20457	20457	20457	20223	19648	"Jurburg_Pig"
"280.266_R1"	13832	13827	13827	13827	13604	13197	"Jurburg_Pig"
"280.267_R1"	16156	16153	16153	16153	16043	15630	"Jurburg_Pig"
"280.268_R1"	16888	16871	16871	16871	16868	16596	"Jurburg_Pig"
"280.269_R1"	21849	21840	21840	21840	21728	21340	"Jurburg_Pig"
"280.270_R1"	10659	10657	10657	10657	10639	9783	"Jurburg_Pig"
"280.273_R1"	12128	12125	12125	12125	12125	12125	"Jurburg_Pig"
"280.277_R1"	33885	33880	33880	33880	32913	32625	"Jurburg_Pig"
"280.278_R1"	16873	16872	16872	16872	16776	16572	"Jurburg_Pig"
"280.279_R1"	19612	19608	19608	19608	19324	19228	"Jurburg_Pig"
"280.280_R1"	23488	23483	23483	23483	23237	22986	"Jurburg_Pig"
"280.281_R1"	16728	16723	16723	16723	16635	16260	"Jurburg_Pig"
"280.290_R1"	51950	51923	51923	51923	50442	48443	"Jurburg_Pig"
"280.291_R1"	59443	59424	59424	59424	58471	56953	"Jurburg_Pig"
"280.292_R1"	57524	57503	57503	57503	57005	56140	"Jurburg_Pig"
"280.293_R1"	76400	76368	76368	76368	74237	73245	"Jurburg_Pig"
"280.295_R1"	37222	37207	37207	37207	36691	35406	"Jurburg_Pig"
"280.296_R1"	37027	37014	37014	37014	36422	35794	"Jurburg_Pig"
"280.297_R1"	187380	187342	187342	187342	183000	175660	"Jurburg_Pig"
"280.298_R1"	195197	195137	195137	195137	188856	185889	"Jurburg_Pig"
"280.301_R1"	26699	26691	26691	26691	26664	26376	"Jurburg_Pig"
"280.302_R1"	38166	38150	38150	38150	37710	37221	"Jurburg_Pig"
"280.303_R1"	50149	50132	50132	50132	49552	48521	"Jurburg_Pig"
"280.304_R1"	79186	79154	79154	79154	78918	78098	"Jurburg_Pig"
"280.305_R1"	46681	46661	46661	46661	46625	46290	"Jurburg_Pig"
"280.306_R1"	36895	36892	36892	36892	35900	35730	"Jurburg_Pig"
"280.307_R1"	90718	90695	90695	90695	85866	85362	"Jurburg_Pig"
"280.308_R1"	59448	59429	59429	59429	57773	56567	"Jurburg_Pig"
"280.309_R1"	119083	119035	119035	119035	113218	112283	"Jurburg_Pig"
"280.310_R1"	195584	195535	195535	195535	185270	182579	"Jurburg_Pig"
"280.313_R1"	1095	1095	1095	1095	1095	1085	"Jurburg_Pig"
"280.314_R1"	28532	28521	28521	28521	27781	26733	"Jurburg_Pig"
"280.315_R1"	77990	77961	77961	77961	74627	70651	"Jurburg_Pig"
"280.316_R1"	24797	24790	24790	24790	24741	24094	"Jurburg_Pig"
"280.317_R1"	107029	106993	106993	106993	101213	98880	"Jurburg_Pig"
"280.318_R1"	20093	20074	20074	20074	20065	19901	"Jurburg_Pig"
"280.319_R1"	17532	17516	17516	17516	17511	17264	"Jurburg_Pig"
"280.320_R1"	74214	74181	74181	74181	74131	73364	"Jurburg_Pig"
"280.321_R1"	84801	84754	84754	84754	84424	83614	"Jurburg_Pig"
"280.322_R1"	72462	72426	72426	72426	72319	71287	"Jurburg_Pig"
"280.325_R1"	37868	37857	37857	37857	37260	36796	"Jurburg_Pig"
"280.326_R1"	46246	46236	46236	46236	44345	44169	"Jurburg_Pig"
"280.327_R1"	51224	51205	51205	51205	49168	48695	"Jurburg_Pig"
"280.328_R1"	36100	36089	36089	36089	34628	34285	"Jurburg_Pig"
"280.329_R1"	58602	58583	58583	58583	56603	55023	"Jurburg_Pig"
"280.331_R1"	29921	29908	29908	29908	29780	29244	"Jurburg_Pig"
"280.332_R1"	108452	108397	108397	108397	107970	105889	"Jurburg_Pig"
"280.333_R1"	44169	44152	44152	44152	44112	43500	"Jurburg_Pig"
"280.334_R1"	69127	69097	69097	69097	68466	66424	"Jurburg_Pig"
"280.337_R1"	17295	17276	17276	17276	17276	17195	"Jurburg_Pig"
"280.338_R1"	31365	31348	31348	31348	31117	30928	"Jurburg_Pig"
"280.339_R1"	30955	30935	30935	30935	30882	30854	"Jurburg_Pig"
"280.340_R1"	27576	27562	27562	27562	27530	27476	"Jurburg_Pig"
"280.341_R1"	23712	23694	23694	23694	23463	23346	"Jurburg_Pig"
"280.342_R1"	25922	25917	25917	25917	25847	25804	"Jurburg_Pig"
"280.343_R1"	19576	19554	19554	19554	19550	19534	"Jurburg_Pig"
"280.344_R1"	14499	14491	14491	14491	14491	14467	"Jurburg_Pig"
"280.345_R1"	30853	30840	30840	30840	30808	30578	"Jurburg_Pig"
"280.346_R1"	51650	51642	51642	51642	51272	51027	"Jurburg_Pig"
"280.349_R1"	37062	37054	37054	37054	36559	36260	"Jurburg_Pig"
"280.350_R1"	17189	17183	17183	17183	16864	16797	"Jurburg_Pig"
"280.351_R1"	21823	21814	21814	21814	21540	21303	"Jurburg_Pig"
"280.352_R1"	40740	40721	40721	40721	39498	39132	"Jurburg_Pig"
"280.353_R1"	63632	63613	63613	63613	62526	61725	"Jurburg_Pig"
"280.354_R1"	38132	38124	38124	38124	37752	35159	"Jurburg_Pig"
"280.357_R1"	38149	38143	38143	38143	38143	38143	"Jurburg_Pig"
